[ROOT-INFO]: 2019-07-15 19:20:21,360: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * subjectivityOnly
[ROOT-INFO]: 2019-07-15 19:20:21,360: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:20:45,496: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:45,496: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (alright,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (alright,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (alright,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (look,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (look,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (on,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (her,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (her,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (her,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (face,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (face,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (do,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (look,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (look,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (look,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: (good,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,224: [('This', 0.24694048247613418), ('baby', 0), ('looks', 0), ('like', 0.0), ('he', 0.051641248360820784), ('or', 0), ('she', 0.06309890944723907), ('needs', 0), ('intensive', 0.14977389714494352), ('care', 0), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('the', 0.26040094726988117), ('baby', 0), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('alright', 0.3621341358827668), ('.', 0), ('The', 0.26040094726988117), ('look', 0.22676673966644884), ('on', 0), ('his', -0.0005731074346123639), ('or', 0), ('her', -0.0012830504447441566), ('face', 0.0), ('does', 0), ('not', 0), ('look', 0.18553555124342033), ('good', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (get,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (help,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: Synonyms of help: ['service', 'avail']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (hopeful,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (hopeful,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: (hopeful,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,241: [('they', 0.04350909838526219), ('are', 0.20092923842499708), ('getting', 0), ('help', 0.0), (',', 0), ('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('hopeful', 0.27877041796399316), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (man,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (man,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (pretty,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (pretty,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (neutral,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (neutral,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (neutral,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (there,EX)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (something,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (something,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (something,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (suspicious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (about,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (look,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (look,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (would,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (would,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (would,MD) Categories: ['discrep']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (friend,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (friend,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (man,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (man,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (do,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (think,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (particularly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (particularly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (particularly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: (happy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,257: [('The', 0.26040094726988117), ('man', 0.18253968253968253), ('looks', 0), ('pretty', 0.2130859669433529), ('neutral', 0.26653587024050246), (',', 0), ('but', 0), ('there', 0), ("'s", 0), ('something', 0.2622858158034072), ('suspicious', 0), ('about', 0), ('his', -0.0005731074346123639), ('look', 0.22676673966644884), ('.', 0), ('I', 0.04225300877561784), ('do', 0.162476037615868), ("n't", 0), ('think', 0.22905958042956798), ('I', 0.04225300877561784), ('would', 0.2545004039117492), ('be', 0.24379422288934668), ('friends', 0.0), ('with', 0), ('this', 0.24694048247613418), ('man', 0.18253968253968253), ('.', 0), ('I', 0.04225300877561784), ('do', 0.162476037615868), ("n't", 0), ('think', 0.22905958042956798), ('he', 0.051641248360820784), ("'s", 0), ('particularly', 0.3752668200687196), ('happy', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (man,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (man,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (dress,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: Synonyms of dress: ['groom', 'curry']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (up,RP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (Halloween,NNP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (Halloween,NNP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (Halloween,NNP) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (kind,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (of,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (pissed,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (because,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (because,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (because,IN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,275: (wife,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (go,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (go,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (go,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (ham,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (on,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (fake,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (blood,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (blood,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (all,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (fun,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (fun,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: [('The', 0.26040094726988117), ('man', 0.18253968253968253), ('is', 0), ('dressed', 0.0), ('up', 0), ('for', 0), ('Halloween', 0.0), ('.', 0), ('He', 0.051641248360820784), ("'s", 0), ('kind', 0), ('of', 0), ('pissed', 0), ('because', 0.3302977847234185), ('his', -0.0005731074346123639), ('wife', 0), ('went', 0.12566294699223507), ('ham', 0), ('on', 0), ('the', 0.26040094726988117), ('fake', 0), ('blood', 0.0), ('.', 0), ('But', 0), ('it', 0.050403833236915725), ("'s", 0), ('all', 0), ('just', 0), ('for', 0), ('fun', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (child,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (injure,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (injure,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (her,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (her,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (her,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (head,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (hurt,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,291: (hurt,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (make,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (feel,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (feel,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (feel,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: (sad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,306: [('The', 0.26040094726988117), ('child', 0), ('looks', 0), ('injured', 0.0), ('.', 0), ('His', -0.0005731074346123639), ('or', 0), ('her', -0.0012830504447441566), ('head', 0), ('is', 0), ('hurt', 0.0), ('.', 0), ('It', 0.050403833236915725), ('makes', 0), ('me', 0.04885061601171729), ('feel', 0.23842733250605813), ('sad', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (child,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (little,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (little,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (sad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,309: (small,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,325: Synonyms of small: ['little']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,325: Synonym For small: little -> 0.0
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,325: (reason,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (could,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (have,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,326: (have,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (have,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (dessert,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: Synonyms of dessert: ['afters', 'sweet']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (something,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (something,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (something,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (still,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,327: (make,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (feel,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (feel,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (feel,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (little,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (little,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:24,328: (sad,JJ)
